"Taxon","ProbabilityOfBdInhibition"
"Bacteria;Chloroflexi;Dehalococcoidia;S085;_8",0.5058
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;_45",0.4862
"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;_1",0.5016
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_41",0.4804
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067;_19",0.5044
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;_21",0.4984
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;_42",0.508
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_26",0.4982
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_86",0.5106
"Bacteria;Sva0485;_65",0.496
"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;_44",0.494
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia;_2",0.493
"Bacteria;_107",0.5046
"Bacteria;Acidobacteriota;Subgroup_19;_4",0.5056
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_214",0.5084
"Bacteria;Actinobacteriota;Coriobacteriia;OPB41;_24",0.4992
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_108",0.497
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_29",0.5072
"Bacteria;Latescibacterota;_71",0.4966
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_215",0.4994
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Parachlamydiaceae;Candidatus_Protochlamydia;_8",0.4918
"Bacteria;Chloroflexi;_24",0.4918
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_46",0.503
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae;Rhodomicrobium;_15",0.5
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;_10",0.4982
"Bacteria;WPS-2;_12",0.5038
"Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;RB41;_14",0.4904
"Bacteria;Armatimonadota;Chthonomonadetes;Chthonomonadales;_8",0.5018
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_216",0.4978
"Bacteria;_108",0.5056
"Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;_8",0.499
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;SB-5;_21",0.5044
"Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;_34",0.4988
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;Luteolibacter;_14",0.499
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Pedobacter;_8",0.5118
"Bacteria;Acidobacteriota;Subgroup_18;_71",0.4988
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;_22",0.4956
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;_4",0.5174
"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Phormidiaceae;_1",0.5088
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;_26",0.5
"Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Nocardioidaceae;Nocardioides;taihuensis;_1",0.4898
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_155",0.4976
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;_49",0.5026
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_61",0.5
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;_1",0.5052
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;_3",0.503
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3_termite_group;_6",0.4982
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_27",0.5048
"Bacteria;Myxococcota;Polyangia;Polyangiales;Phaselicystidaceae;Phaselicystis;_2",0.5016
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Rubritaleaceae;_2",0.4914
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Fimbriiglobus;_6",0.5162
"Bacteria;Verrucomicrobiota;Chlamydiae;Chlamydiales;Simkaniaceae;Candidatus_Rhabdochlamydia;_1",0.5012
"Bacteria;Armatimonadota;_15",0.4994
"Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;_1",0.5016
"Bacteria;Verrucomicrobiota;Lentisphaeria;_1",0.503
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;_7",0.4976
"Bacteria;Armatimonadota;_16",0.5034
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Leptolinea;_28",0.503
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;_4",0.49
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Zavarzinella;_6",0.5032
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_27",0.5046
"Bacteria;Firmicutes;Clostridia;Lachnospirales;_1",0.495
"Bacteria;Chloroflexi;Dehalococcoidia;MSBL5;_9",0.5034
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Aurantisolimonas;haloimpatiens;_1",0.5034
"Bacteria;Proteobacteria;Gammaproteobacteria;Acidiferrobacterales;Acidiferrobacteraceae;Sulfurifustis;_1",0.5044
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Lautropia;_2",0.4948
"Bacteria;Chloroflexi;Anaerolineae;_19",0.4956
"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;_10",0.4992
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_30",0.5056
"Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;TG3;_2",0.5056
"Bacteria;Myxococcota;bacteriap25;_2",0.5196
"Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;_6",0.5058
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;_11",0.5024
"Bacteria;Firmicutes;Bacilli;Paenibacillales;Paenibacillaceae;Paenibacillus;_12",0.4994
"Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;Candidatus_Paracaedibacter;_2",0.5064
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_31",0.5118
"Bacteria;Chloroflexi;Anaerolineae;SBR1031;_95",0.4918
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;_18",0.4978
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;_72",0.5034
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Sulfuricellaceae;Ferritrophicum;_3",0.5088
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;_9",0.4992
"Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Anaerovorax;_2",0.5008
"Bacteria;Chloroflexi;Anaerolineae;_20",0.4956
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_156",0.508
"Bacteria;_109",0.501
"Bacteria;Elusimicrobiota;Elusimicrobia;Lineage_IV;_5",0.5012
"Bacteria;Acidobacteriota;Aminicenantia;Aminicenantales;_58",0.5038
"Bacteria;Firmicutes;Thermacetogenia;Thermacetogeniales;Thermacetogeniaceae;Syntrophaceticus;_2",0.5084
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus_Nostocoida;_10",0.497
"Bacteria;Firmicutes;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas;_2",0.4952
"Bacteria;Chloroflexi;Dehalococcoidia;S085;_9",0.5032
"Bacteria;_110",0.5042
"Bacteria;_111",0.4968
"Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;_3",0.5018
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12_marine_group;_9",0.494
"Bacteria;Acidobacteriota;Blastocatellia;11-24;_5",0.5028
"Bacteria;Planctomycetota;_14",0.4952
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_117",0.51
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales_Incertae_Sedis;Phreatobacter;_3",0.499
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_118",0.4982
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_157",0.5036
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Anaerolinea;_17",0.4916
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_43",0.4954
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Iamiaceae;Iamia;_5",0.4998
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospirillaceae;_1",0.4962
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;_11",0.497
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Opitutus;_9",0.5004
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;_9",0.5054
"Bacteria;Deinococcota;Deinococci;Thermales;Thermaceae;Meiothermus;_1",0.4894
"Bacteria;Proteobacteria;Alphaproteobacteria;Elsterales;Elsteraceae;_4",0.495
"Bacteria;Chloroflexi;_25",0.514
"Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;_12",0.5054
"Bacteria;Chloroflexi;Anaerolineae;_21",0.5068
"Bacteria;Planctomycetota;Pla3_lineage;_9",0.4996
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_59",0.4968
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Sterolibacterium;_4",0.5038
"Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;Fibrobacteraceae;_1",0.4906
"Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;_158",0.4988
"Bacteria;Patescibacteria;Parcubacteria;Candidatus_Campbellbacteria;_10",0.5038
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_28",0.5072
"Bacteria;WPS-2;_13",0.4852
"Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;RBG-16-49-21;_14",0.5016
"Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;_46",0.5058
"Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;_15",0.4826
"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;_11",0.5162
"Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;_4",0.4962
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_87",0.4928
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;67-14;_29",0.5042
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;_3",0.4952
"Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;B122;_6",0.5112
"Bacteria;Proteobacteria;Alphaproteobacteria;Paracaedibacterales;Paracaedibacteraceae;_7",0.5006
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Pleomorphomonadaceae;Prosthecomicrobium;_1",0.5012
"Bacteria;Proteobacteria;Alphaproteobacteria;Reyranellales;Reyranellaceae;Reyranella;_7",0.4892
"Bacteria;Chloroflexi;Anaerolineae;Caldilineales;Caldilineaceae;_35",0.5104
"Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;_4",0.5
"Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;_26",0.5096
"Bacteria;Actinobacteriota;Actinobacteria;Micromonosporales;Micromonosporaceae;Luedemannella;_1",0.5096
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;Ideonella;_4",0.4944
"Bacteria;Bacteroidota;Kryptonia;Kryptoniales;BSV26;_73",0.4902
"Bacteria;Bacteroidota;Bacteroidia;_5",0.4966
"Bacteria;Latescibacterota;_72",0.51
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_26",0.5152
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_32",0.4984
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_35",0.4874
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;_14",0.4992
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Ellin6067;_20",0.512
"Bacteria;Planctomycetota;Phycisphaerae;MSBL9;SG8-4;_27",0.4978
"Bacteria;Armatimonadota;_17",0.4978
"Bacteria;Cyanobacteria;Vampirivibrionia;Gastranaerophilales;_17",0.4938
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Opitutaceae;Lacunisphaera;_8",0.4974
"Bacteria;Chloroflexi;_26",0.504
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_217",0.5038
"Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;Defluviicoccaceae;Defluviicoccus;_27",0.4904
"Bacteria;Gemmatimonadota;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas;_18",0.499
"Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;_23",0.5004
"Bacteria;Nitrospirota;4-29-1;_14",0.504
"Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;_16",0.5028
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodoplanes;_13",0.4904
"Bacteria;Actinobacteriota;Actinobacteria;_4",0.4872
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;_11",0.4958
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;_14",0.5044
"Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b;_13",0.5132
"Bacteria;Latescibacterota;_73",0.505
"Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Roseiflexaceae;_12",0.5086
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;_43",0.4982
"Bacteria;WPS-2;_14",0.495
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_62",0.504
"Bacteria;Patescibacteria;Parcubacteria;_50",0.5024
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;mle1-7;_6",0.4994
"Bacteria;Myxococcota;Polyangia;VHS-B3-70;_3",0.5004
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;_50",0.505
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Oxalobacteraceae;_10",0.5054
"Bacteria;Bdellovibrionota;Oligoflexia;0319-6G20;_18",0.4928
"Bacteria;Bdellovibrionota;Oligoflexia;Oligoflexales;Oligoflexales_fa;Oligoflexus;_4",0.5064
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;SC-I-84;_51",0.5024
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_vadinHA17;_42",0.499
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_44",0.4966
"Bacteria;Proteobacteria;Alphaproteobacteria;_38",0.49
"Bacteria;Planctomycetota;_15",0.4992
"Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;Pajaroellobacter;_21",0.5094
"Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter;_27",0.4946
"Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;_7",0.5056
"Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;_15",0.5126
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Singulisphaera;_5",0.4962
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Paludibacteraceae;_6",0.504
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Rickettsiaceae;_7",0.5026
"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;AKAU3564_sediment_group;_16",0.5006
"Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI_0001001-H03;_4",0.5
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Rhodopseudomonas;_2",0.4878
"Bacteria;_112",0.5046
"Bacteria;Firmicutes;Clostridia;Clostridiales;Caloramatoraceae;Fonticella;_10",0.5032
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;_5",0.505
"Bacteria;Firmicutes;Clostridia;Clostridiales;Caloramatoraceae;Fonticella;_11",0.51
"Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;_6",0.492
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_218",0.5094
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_119",0.489
"Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;Candidatus_Berkiella;_2",0.5056
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_33",0.5024
"Bacteria;_113",0.5042
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_34",0.5028
"Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;_4",0.4932
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Comamonadaceae;_41",0.5022
"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;_45",0.4972
"Bacteria;Actinobacteriota;Actinobacteria;Streptosporangiales;Streptosporangiaceae;Streptosporangium;_1",0.5
"Bacteria;Acidobacteriota;Blastocatellia;Blastocatellales;Blastocatellaceae;JGI_0001001-H03;_5",0.5022
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_88",0.509
"Bacteria;Proteobacteria;Alphaproteobacteria;Tistrellales;Geminicoccaceae;Candidatus_Alysiosphaera;_3",0.5054
"Bacteria;Proteobacteria;Alphaproteobacteria;Azospirillales;Azospirillaceae;Niveispirillum;cyanobacteriorum;_1",0.4974
"Bacteria;Verrucomicrobiota;Omnitrophia;Omnitrophales;Omnitrophaceae;Candidatus_Omnitrophus;_45",0.4956
"Bacteria;Acidobacteriota;Subgroup_18;_72",0.4824
"Bacteria;Armatimonadota;_18",0.4958
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_35",0.501
"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;_12",0.497
"Bacteria;Actinobacteriota;Actinobacteria;Frankiales;_9",0.4988
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_47",0.5132
"Bacteria;Chloroflexi;SHA-26;_3",0.5068
"Bacteria;Actinobacteriota;Coriobacteriia;OPB41;_25",0.5118
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;_44",0.503
"Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;_5",0.4958
"Bacteria;Acidobacteriota;Acidobacteriae;Subgroup_2;_22",0.4936
"Bacteria;Proteobacteria;Gammaproteobacteria;Legionellales;Legionellaceae;Legionella;_63",0.5018
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;_89",0.4944
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;_22",0.5014
"Bacteria;Spirochaetota;Brevinematia;Brevinematales;Brevinemataceae;Brevinema;_5",0.499
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_60",0.4946
"Bacteria;Elusimicrobiota;Lineage_IIb;_3",0.5004
"Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae;Gaiella;_19",0.4896
"Bacteria;Bdellovibrionota;Oligoflexia;Silvanigrellales;Silvanigrellaceae;Silvanigrella;_5",0.4988
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;Smithellaceae;Smithella;_15",0.4932
"Bacteria;WOR-1;_16",0.5058
"Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;_6",0.5026
"Bacteria;Latescibacterota;_74",0.4884
"Bacteria;NB1-j;_9",0.4918
"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Bacteroidetes_vadinHA17;_43",0.5056
"Bacteria;Desulfobacterota;Syntrophia;Syntrophales;_9",0.5002
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3_termite_group;_7",0.504
"Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria_Incertae_Sedis;Unknown_Family;_2",0.5086
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;_15",0.5108
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;_16",0.4956
"Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;_2",0.5
"Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;_219",0.5098
"Bacteria;Cyanobacteria;Sericytochromatia;_2",0.5082
"Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Crocinitomicaceae;Fluviicola;_14",0.5082
"Bacteria;FCPU426;_16",0.5114
"Bacteria;Acidobacteriota;Vicinamibacteria;Vicinamibacterales;_46",0.5012
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Candidatus_Udaeobacter;_29",0.5136
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_111",0.501
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_36",0.4938
"Bacteria;Proteobacteria;_10",0.5058
"Bacteria;Desulfobacterota;_30",0.4866
"Bacteria;Chloroflexi;Chloroflexia;Thermomicrobiales;JG30-KF-CM45;_8",0.4974
"Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Gallionellaceae;Sideroxydans;_8",0.5064
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae;Chthoniobacter;_34",0.4994
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;WD2101_soil_group;_36",0.492
"Bacteria;Proteobacteria;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Rhodovastum;_3",0.5002
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;_48",0.496
"Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9;_112",0.496
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Pedosphaerales;Pedosphaeraceae;Ellin516;_26",0.5172
"Bacteria;Patescibacteria;Parcubacteria;_51",0.506
"Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;_2",0.5028
"Bacteria;Desulfobacterota;Desulfobacteria;Desulfatiglandales;Desulfatiglandaceae;Desulfatiglans;_8",0.4998
"Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;Ilumatobacteraceae;_9",0.508
"Bacteria;Planctomycetota;Planctomycetes;Pirellulales;Pirellulaceae;_120",0.5092
"Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae;Haliangium;_31",0.5028
"Bacteria;Acidobacteriota;Thermoanaerobaculia;Thermoanaerobaculales;Thermoanaerobaculaceae;Thermoanaerobaculum;_13",0.501
"Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peribacteria;_2",0.5076
"Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;AKYH767;_4",0.5114
"Bacteria;Desulfobacterota;_31",0.4926
"Bacteria;Proteobacteria;Gammaproteobacteria;JG36-TzT-191;_6",0.4954
"Bacteria;Latescibacterota;_75",0.494
"Bacteria;Chloroflexi;Anaerolineae;SBR1031;_96",0.5052
"Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;Candidatus_Nostocoida;_11",0.5108
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_61",0.49
"Bacteria;Planctomycetota;Phycisphaerae;Pla1_lineage;_1",0.5108
"Bacteria;Chloroflexi;Dehalococcoidia;Dehalococcoidales;_12",0.505
"Bacteria;Desulfobacterota;_32",0.4878
"Bacteria;Proteobacteria;Gammaproteobacteria;JG36-TzT-191;_7",0.5072
"Bacteria;Proteobacteria;Alphaproteobacteria;Rickettsiales;Anaplasmataceae;Candidatus_Xenohaliotis;_1",0.4882
"Bacteria;_114",0.5038
"Bacteria;Chloroflexi;Anaerolineae;SBR1031;_97",0.5
"Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Pseudolabrys;_14",0.4866
"Bacteria;Patescibacteria;Parcubacteria;_52",0.5002
"Bacteria;Acidobacteriota;Acidobacteriae;Subgroup_2;_23",0.5038
"Bacteria;Acidobacteriota;Holophagae;Holophagales;Holophagaceae;_10",0.494
"Bacteria;Planctomycetota;Phycisphaerae;Tepidisphaerales;CPla-3_termite_group;_8",0.5008
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;_62",0.5106
"Bacteria;Verrucomicrobiota;Verrucomicrobiae;S-BQ2-57_soil_group;_37",0.5078
"Bacteria;Latescibacterota;_76",0.501
"Bacteria;Proteobacteria;Alphaproteobacteria;_39",0.506
"Bacteria;Patescibacteria;Gracilibacteria;Candidatus_Peribacteria;_3",0.5022
"Bacteria;Acidobacteriota;Acidobacteriae;Subgroup_2;_24",0.4994
"Bacteria;Myxococcota;Polyangia;Polyangiales;Eel-36e1D6;_2",0.4988
"Bacteria;Actinobacteriota;MB-A2-108;_24",0.4964
"Bacteria;_115",0.4944
"Bacteria;Planctomycetota;Planctomycetes;Gemmatales;Gemmataceae;Gemmata;_19",0.4842
"Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Atelocyanobacterium_(UCYN-A);_1",0.516
